name,category,food_code,scientific_name,english_name,info,samples_number,edible_part,portion,image,water,energy_kcal,energy_kj,proteins,lipids,cholesterol,available_carbohydrates,starch,soluble_sugars,alcohol,total_fiber,soluble_fiber,insoluble_fiber,sucrose,glucose,fructose,lactose,galactose,maltose,maltotriosium,raffinose,fluorine,sodium,magnesium,phosphorus,chlorine,potassium,calcium,chromium,manganese,iron,nickel,copper,zinc,selenium,iodine,total_carotenoids,alpha_carotene,beta_carotene,cryptoxanthin,lycopene,lutein,retinol,zeaxanthin,vitamin_a_retinol_equivalent,thiamine,riboflavin,niacin,pantothenic_acid,vitamin_b6,biotin,folate,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,alpha_tocopherol,beta_tocopherol,gamma_tocopherol,delta_tocopherol,vitamin_k,Saturated_fatty_acids,C4:0-C10:0,C4:0_butyric_acid,C6:0_capronic_acid,C7:0_enanthic_acid,C8:0_caprylic_acid,C10:0_caprinic_acid,C12:0_lauric_acid,C13:0_tridecanoic_acid,C14:0_myristic_acid,C15:0_pentadecanoic_acid,C16:0_palmitic_acid,C17:0_heptadecanoic_acid,C18:0_stearic_acid,C20:0_arachidic_acid,C22:0_behenic_acid,C24:0_lignoceric_acid,monounsaturated_fatty_acids,C10:1_caproleic_acid,C12:1_lauroleic_acid,C13:1_tridecenoic_acid,C14:1_myristoleic_acid,C15:1_pentadecenoic_acid,C16:1 palmitoleic_acid,C17:1_heptadecenoic_acid,C18:1_oleic_acid,C20:1_eicosenoic_acid,C22:1_erucic_acid,polyunsaturated_fatty_acids,C18:2_linoleic_acid,C18:3_linolenic_acid,C20:4_arachidonic_acid,C20:5_eicosapentaenoic_acid_EPA,C22:6_docosahexaenoic_acid_DHA,polyunsaturated_saturated,alanine,cystine,aspartic_acid,glutamic_acid,phenylalanine,glycine,histidine,isoleucine,lysine,leucine,methionine,proline,arginine,serine,threonine,valine,tryptophan,tyrosine,chemical_index,limiting_amino_acid,caffeic_acid,citric_acid,phytic_acid,malic_acid,apigenin,antioxidant_activity,campferol,phytosterols,fructo-oligosaccharides,myricetin,polyphenols,quercetin,violaxanthin
Farina d'orzo,Cereali e derivati,000210,Hordeum vulgare,"Flour, barley",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,12.8,333.0,1393.0,10.6,1.9,0,68.4,61.5,0.8,0.0,8.5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,4,0.0,393,0,320,39,0.0,0.0,2.4,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.16,0.08,5.50,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Farina di frumento, tipo 00",Cereali e derivati,000220,Triticum aestivum,"Flour, wheat, type 00",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,14.2,323.0,1352.0,11.0,0.7,0,71.6,63.5,1.7,0.0,2.2,0.84,1.41,0,0.0,0,0.0,0,0,0,0.0,0,3,0.0,76,0,126,17,0.0,0.0,0.7,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.10,0.03,1.00,0.0,0.0,0,32,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.89,2.61,3.92,36.70,4.64,3.35,2.07,3.66,2.17,6.74,1.52,11.90,3.55,4.94,2.82,4.11,1.05,3.14,48,Lisina,0,0,0.29,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Farina di frumento, tipo 0",Cereali e derivati,000230,Triticum aestivum,"Flour, wheat, type 0",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,14.2,321.0,1345.0,11.5,1.0,0,69.5,61.5,1.8,0.0,2.9,1.07,1.86,0,0.0,0,0.0,0,0,0,0.0,0,2,0.0,160,0,140,18,0.0,0.0,0.9,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.25,0.04,1.20,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18.33,0,tr,tr,0,0,15,0,0,0,0,0,0,0,15,tr,0,63.33,60,3.33,tr,0.0,0.0,3.45,3.03,2.41,3.90,35.89,5.24,3.62,2.17,3.92,2.28,7.29,1.61,12.12,3.78,4.98,2.92,4.61,1.06,3.32,51,Lisina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Farina di frumento, integrale",Cereali e derivati,000240,Triticum aestivum,"Flour, wheat wholemeal",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,13.4,313.0,1311.0,11.9,1.9,0,61.8,54.3,2.1,0.0,8.4,1.92,6.51,0,0.0,0,0.0,0,0,0,0.0,0,3,0.0,300,0,337,28,0.0,0.0,3,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.40,0.16,5.00,0.0,0.0,0,0,0.0,0,0.0,0.4,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.60,2.23,5.31,29.66,4.97,4.12,2.23,4.12,2.92,6.86,1.71,10.80,4.63,5.14,3.08,4.63,1.37,3.43,65,Lisina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Farina di frumento, duro",Cereali e derivati,000250,Triticum durum,"Flour, durum wheat",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,12.5,330.0,1380.0,12.9,2.8,0,63.2,54.5,3.2,0.0,8.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,120.0,0,0,0,0,0.0,0.0,0,0.0,0.06,0.07,2.3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Farina di mais,Cereali e derivati,000260,Zea mays,"Flour, corn",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,12.5,341.0,1426.0,8.7,2.7,0,73.5,65.4,1.5,0.0,3.1,0.35,2.76,0,0.0,0,0.0,0,0,0,0.0,0,1,0.0,99,0,130,6,0.0,0.0,1.8,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,67,0.35,0.10,1.90,0.0,0.0,0,0,0.0,0,0.0,tr,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,1.65,0.41,0,0,27.16,0,0,0,0,0,0,0,27.16,0,0,58.02,57.2,0.82,0,0.0,0.0,4.55,7.47,1.75,6.37,18.87,5.07,3.79,2.89,4.02,2.97,11.82,1.78,9.11,4.66,4.97,3.84,5.43,0.70,3.68,66,Lisina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Farina di riso,Cereali e derivati,000270,Oryza sativa,"Flour, rice",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,12.3,332.0,1390.0,7.3,0.5,0,79.1,71.9,tr,0.0,1,0.1,0.9,0,0.0,0,0.0,0,0,0,0.0,0,4,0.0,90,0,104,7,0.0,0.0,0.4,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.05,0.04,1.40,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Farina di segale,Cereali e derivati,000280,Secale cereale,"Flour, rye",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,9.2,342.0,1429.0,11.7,2.0,0,67.8,61.5,0.1,0.0,11.3,3.58,10.69,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.20,2.00,7.20,21.30,4.70,4.80,2.30,4.20,4.10,6.70,1.60,5.20,4.90,4.20,3.70,5.20,1.22,3.20,91,Lisina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Farina di soia,Legumi,000290,Glicine max,"Flour, soybean",,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,7.0,469.0,1962.0,36.8,23.5,0,23.4,11.1,11.2,0.0,11.2,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,9,0.0,600,0,1660,210,0.0,0.0,6.9,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.75,0.28,2.00,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.09,0,0.18,0,10.19,0,4.07,0.32,0.09,0,25.8,0,0,0,0,0,0,0,25.44,0.18,0,60.39,52.87,7.51,0,0.0,0.0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Mais, amido",Cereali e derivati,000300,Zea mays,"Corn, starch",,0,1.0,100,https://www.alimentinutrizione.it/images/tabelle/000300.jpg,12.0,328.0,1370.0,0.3,tr,0,87.0,77.7,1.5,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,tr,0,tr,tr,0,0,tr,0,0,0,0,0,0,0,tr,0,0,tr,tr,tr,0,0.0,0.0,tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Semola,Cereali e derivati,000310,Triticum durum,Durum wheat flour (semola),,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,14.0,346.0,1448.0,11.5,0.5,0,76.9,68.2,1.9,0.0,3.6,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,12,0.0,165,0,170,17,0.0,0.0,1.3,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.19,0.15,2.00,0.0,0.0,0,0,0.0,0,0.0,tr,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.71,0,2.86,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,57.14,54.29,2.86,0,0.0,0.0,2.00,2.92,2.45,3.98,36.36,4.89,3.05,2.05,3.69,2.09,7.07,1.56,11.00,3.51,4.88,2.77,4.33,0.98,2.56,46,Lisina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Farina di manioca,Cereali e derivati,000320,Manihot esculenta,Tapioca (manioc flour),Tapioca,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,12.6,332.0,1389.0,0.6,0.2,0,87.2,79.3,tr,0.0,0.4,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,4,0.0,12,0,20,12,0.0,0.0,1,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.10,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Germe di frumento,Cereali e derivati,000330,,Wheat germ,Composizione media fra germe di frumento duro e tenero,0,1.0,30,https://www.alimentinutrizione.it/images/placeholder.png,10.0,378.0,1582.0,26.0,10,0,43.5,0,0,0.0,10.5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,3,255.0,1100,0,827,72,0.0,0.0,10,0.0,0.95,1.22,3.9,0,0,0.0,0,0.0,0,0,0,0,10,2.44,0.61,6.20,0.0,0.0,0,0,0.0,0,0.0,16,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,18.04,0.65,0,0,15.76,0,0,0,0,0,0,0,15.33,0,0,65.87,58.48,7.39,0,0.0,0.0,3.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4.14,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pane al malto,Cereali e derivati,000500,,Malted bread,,0,1.0,50,https://www.alimentinutrizione.it/images/placeholder.png,26.0,278.0,1163.0,8.3,2.4,0,56.6,27.7,26.1,0.0,5.5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,280,0.0,160,0,280,110,0.0,0.0,2.8,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,tr,0.45,0.13,2.80,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pane di segale,Cereali e derivati,000510,,Rye bread,,0,1.0,50,https://www.alimentinutrizione.it/images/tabelle/000510.jpg,37.0,228.0,954.0,8.3,1.7,0,45.4,39.5,1.8,0.0,4.6,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,580,0.0,160,0,190,80,0.0,0.0,2.5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.29,0.05,2.30,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pane bianco,Cereali e derivati,000530,,"Bread, flour type 0",Prodotto con farina di tipo 0,0,1.0,50,https://www.alimentinutrizione.it/images/placeholder.png,31.0,268.0,1120.0,8.1,0.5,0,59.5,52.3,2,0.0,3.8,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,293,0.0,77,0,0,17,0.0,0.0,0.7,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.06,0.06,0.80,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pane di tipo semintegrale,Cereali e derivati,000540,,"Bread, flour type 1",Prodotto con farina di tipo 1,0,1.0,50,https://www.alimentinutrizione.it/images/placeholder.png,34.0,239.0,1001.0,8.3,0.3,0,52.0,45.3,2.2,0.0,4.2,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,77,0,0,13,0.0,0.0,1.4,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.08,0.07,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pane di tipo integrale,Cereali e derivati,000550,,Wholemeal bread,,0,1.0,50,https://www.alimentinutrizione.it/images/placeholder.png,38.6,224.0,938.0,8.5,1.3,0,44.1,38.2,2,0.0,6.5,1.15,5.36,0,0.0,0,0.0,0,0,0,0.0,0,511,0.0,180,0,198,25,0.0,0.0,2.5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.10,0.12,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.60,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pane formato rosetta,Cereali e derivati,000560,,"Bread, flour type 00, rosetta",,0,1.0,50,https://www.alimentinutrizione.it/images/placeholder.png,30.7,275.0,1152.0,9.0,1.9,0,57.6,45.5,7.5,0.0,3.1,1.46,1.63,0,0.0,0,0.0,0,0,0,0.0,0,317,15.0,0,0,103,20,0.0,0.0,1,0.0,0.19,0.37,2,0,0,0.0,0,0.0,0,0,0,0,0,0.04,0.02,1.01,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.19,2.49,4.69,31.77,4.98,3.63,2.13,4.16,2.16,7.68,1.74,11.36,3.63,5.43,2.88,5.21,0.91,2.71,48,Lisina,0,0,0.05,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pangrattato,Cereali e derivati,000570,,Bread crumbs,,0,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,6.8,357.0,1496.0,10.1,2.1,0,77.8,66.2,5,0.0,3.2,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,400,0.0,130,0,190,110,0.0,0.0,2.1,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.54,0.08,1.80,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Panini al latte,Cereali e derivati,000580,,"Bread rolls, with milk",,0,1.0,50,https://www.alimentinutrizione.it/images/tabelle/000580.jpg,33.5,298.0,1249.0,9.0,8.7,0,48.1,41.3,2.7,0.0,1.9,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,460,0.0,130,0,170,130,0.0,0.0,1.7,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,84,0.22,0.13,1.80,0.0,0.0,0,0,0.0,tr,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Panini all'olio,Cereali e derivati,000590,,"Bread rolls, with oil",,0,1.0,50,https://www.alimentinutrizione.it/images/tabelle/000590.jpg,30.8,288.0,1204.0,7.7,5.8,0,52.6,44.2,4,0.0,3.7,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pane azzimo,Cereali e derivati,000600,,"Bread, unleavened",,0,1.0,50,https://www.alimentinutrizione.it/images/placeholder.png,4.5,365.0,1528.0,10.7,1.0,0,81.7,72.5,1.9,0.0,3.5,1.57,1.89,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pizza bianca,Cereali e derivati,000700,,"Pizza, white",,0,1.0,50,https://www.alimentinutrizione.it/images/tabelle/000700.jpg,27.8,306.0,1282.0,7.9,5.9,0,57.9,50.7,2.1,0.0,2.3,1.16,1.11,0,0.0,0,0.0,0,0,0,0.0,0,789,15.0,39,0,99,20,0.0,0.0,1.1,0.0,0,0.31,0,0,0,0.0,0,0.0,0,0,0,0,0,0.06,0.05,0.50,0.0,0.0,0,32,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.27,2.41,4.51,31.95,5.28,3.61,2.19,4.18,2.08,7.53,1.61,11.52,3.51,5.29,2.81,5.19,0.94,2.75,46,Lisina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pizza con pomodoro,Cereali e derivati,000710,,"Pizza, with tomato",,0,1.0,50,https://www.alimentinutrizione.it/images/tabelle/000710.jpg,41.3,248.0,1037.0,7.6,6.6,0,40.7,34.4,2.9,0.0,2.7,0.78,1.93,0,0.0,0,0.0,0,0,0,0.0,0,280,17.0,48,0,109,12,0.0,0.0,tr,0.0,0,0.46,0,0,0,0.0,0,0.0,0,0,0,0,0,0.16,0.13,1.20,0.0,0.0,0,33,0.0,2,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.24,2.45,5.44,30.69,4.92,3.80,2.24,4.27,2.14,7.32,1.59,11.10,3.72,5.41,3.08,5.01,0.97,2.94,48,Lisina,0,0,tr,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pizza con pomodoro e mozzarella,Cereali e derivati,000720,,"Pizza, with tomato and mozzarella",,0,1.0,50,https://www.alimentinutrizione.it/images/placeholder.png,41,255.0,1067.0,12.1,7.6,0,35.5,30,2.5,0.0,2.5,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,775,0.0,40,0,209,122,0.0,0.0,1.5,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.16,0.13,1.20,0.0,0.0,0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pasta di semola,Cereali e derivati,000800,,"Pasta, durum wheat flour, raw",,0,1.0,80,https://www.alimentinutrizione.it/images/placeholder.png,10.8,341.0,1426.0,13.5,1.2,0,72.7,64.1,2.2,0.0,1.7,0.72,0.98,0,0.0,0,0.0,0,0,0,0.0,0,4,51.0,189,0,192,22,0.0,0.0,1.4,0.0,0.32,1.15,2.7,0,0,0.0,0,0.0,0,0,0,0,0,0.10,0.20,2.50,0.0,0.0,0,0,0.0,0,0.0,tr,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,0.94,0.94,0,0,15.04,0,0,0,0,0,0,0,15.04,tr,0,64.85,61.09,4.7,tr,0.0,0.0,3.14,3.29,2.34,4.67,32.22,4.97,3.25,2.07,4.17,2.01,7.65,1.68,10.91,3.62,5.21,2.88,4.99,0.96,2.84,45,Lisina,0,0,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pasta di semola, cotta, bollita",Cereali e derivati,000805,,"Pasta, durum wheat flour, boiled in distilled water, no salt",Cottura in acqua distillata senza aggiunta di sale,0,1.0,200,https://www.alimentinutrizione.it/images/placeholder.png,54.3,175.0,731.0,6.9,0.6,0,37.3,32.9,1.1,0.0,0.9,0.31,0.62,0,0.0,0,0.0,0,0,0,0.0,0,2,24.0,180,0,115,21,0.0,0.0,1.1,0.0,0.10,0.5,0,0,0,0.0,0,0.0,0,0,0,0,0,0.09,0.13,1.75,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.21,2.28,4.60,31.32,5.11,3.21,2.13,4.13,2.02,7.79,1.66,10.38,3.64,5.06,2.87,5.21,1.02,2.72,45,Lisina,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
"Pasta di semola, integrale",Cereali e derivati,000850,,"Pasta, wholemeal durum wheat, raw",,0,1.0,80,https://www.alimentinutrizione.it/images/placeholder.png,10.7,330.0,1382.0,13.3,2.2,0,64.8,56.2,3.0,0.0,7.1,1.53,5.57,0,0.0,0,0.0,0,0,0,0.0,0,11,100.0,0,0,330,0,0.0,0.0,2.7,0.0,0,2.00,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,tr,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
